id;name;type;ra_deg;dec_deg;mag;majax;minax;const;common
IC0001;IC0001;Autre;2.1127;27.7177;;;;Peg;
IC0002;IC0002;Galaxie;2.7537;-12.8229;15.46;0.98;0.32;Cet;
IC0003;IC0003;Galaxie;3.0254;-0.4152;14.78;0.93;0.67;Psc;
IC0004;IC0004;Galaxie;3.3623;17.4864;14.14;1.17;0.84;Peg;
IC0005;IC0005;Galaxie;4.3955;-9.5434;14.57;0.99;0.66;Cet;
IC0006;IC0006;Galaxie;4.7293;-3.2761;14.57;1.23;1.08;Psc;
IC0007;IC0007;Galaxie;4.7215;10.5947;14.63;0.9;0.63;Psc;
IC0008;IC0008;Galaxie;4.7613;-3.2221;15.16;0.82;0.34;Psc;
IC0009;IC0009;Galaxie;4.9332;-14.1219;15.41;0.59;0.46;Cet;
IC0010;IC0010;Galaxie;5.0723;59.3038;10.35;6.76;6.03;Cas;
IC0012;IC0012;Galaxie;5.0627;-2.6531;15.08;0.96;0.32;Psc;
IC0013;IC0013;Galaxie;5.0837;7.7005;14.93;1.29;0.53;Psc;
IC0014;IC0014;Autre;5.6304;10.4902;;;;Psc;
IC0015;IC0015;Galaxie;6.99;-0.0613;15.9;0.44;0.38;Cet;
IC0016;IC0016;Galaxie;7.0319;-13.0939;15.15;0.58;0.32;Cet;
IC0017;IC0017;Galaxie;7.1241;2.6486;14.77;0.67;0.54;Cet;
IC0018;IC0018;Galaxie;7.1457;-11.5867;15.03;1.08;0.41;Cet;
IC0019;IC0019;Galaxie;7.1645;-11.6408;15.15;0.79;0.67;Cet;
IC0020;IC0020;Galaxie;7.1653;-13.0103;14.88;0.91;0.77;Cet;
IC0021;IC0021;Galaxie;7.2935;-0.1638;15.54;0.49;0.45;Cet;
IC0022;IC0022;Galaxie;7.3882;-9.0808;14.73;0.81;0.44;Cet;
IC0023;IC0023;Galaxie;7.7117;-12.7203;15.05;0.85;0.77;Cet;
IC0024;IC0024;Autre;7.8193;30.8393;;;;And;
IC0025;IC0025;Galaxie;7.8004;-0.4074;15.29;0.86;0.44;Cet;
IC0027;IC0027;Galaxie;8.276;-13.3715;15.82;0.58;0.34;Cet;
IC0028;IC0028;Galaxie;8.2863;-13.4563;15.56;0.3;0.22;Cet;
IC0029;IC0029;Galaxie;8.545;-2.1776;15.79;0.66;0.49;Cet;
IC0030;IC0030;Galaxie;8.5613;-2.0846;15.17;0.69;0.39;Cet;
IC0031;IC0031;Galaxie;8.6026;12.2682;15.62;1.16;0.23;Psc;
IC0032;IC0032;Galaxie;8.757;-2.1417;16.15;0.62;0.39;Cet;
IC0033;IC0033;Galaxie;8.7715;-2.1377;15.29;0.78;0.58;Cet;
IC0034;IC0034;Galaxie;8.9017;9.1242;13.77;2.81;1.05;Psc;
IC0035;IC0035;Galaxie;9.4162;10.358;14.96;0.9;0.74;Psc;
IC0036;IC0036;Galaxie;9.4569;-15.4413;15.54;0.31;0.3;Cet;
IC0037;IC0037;Galaxie;9.6424;-15.3587;16.23;0.67;0.38;Cet;
IC0038;IC0038;Galaxie;9.6615;-15.4198;15.02;0.77;0.57;Cet;
IC0040;IC0040;Galaxie;9.8392;2.4562;15.04;1.05;0.43;Cet;
IC0041;IC0041;Galaxie;9.9182;-14.1743;15.2;0.71;0.45;Cet;
IC0042;IC0042;Galaxie;10.2743;-15.4281;15.38;0.76;0.53;Cet;
IC0043;IC0043;Galaxie;10.5919;29.6416;13.25;1.26;1.15;And;
IC0045;IC0045;Autre;10.6514;29.6552;;;;And;
IC0046;IC0046;Galaxie;10.7415;27.2535;14.28;0.8;0.61;And;
IC0047;IC0047;Galaxie;10.7292;-13.7407;16.09;0.41;0.24;Cet;
IC0048;IC0048;Galaxie;10.8936;-8.1865;13.16;1.12;0.92;Cet;
IC0049;IC0049;Galaxie;10.9839;1.8503;13.78;1.28;1.04;Cet;
IC0050;IC0050;Galaxie;11.5238;-9.503;14.74;1.02;0.87;Cet;
IC0051;IC0051;Galaxie;11.6009;-13.4424;13.75;1.7;1.11;Cet;
IC0052;IC0052;Galaxie;12.0991;4.0919;15.31;0.95;0.41;Psc;
IC0053;IC0053;Galaxie;12.6699;10.6003;15.33;0.87;0.62;Psc;
IC0054;IC0054;Autre;12.6952;-2.2878;;;;Cet;
IC0055;IC0055;Galaxie;12.9266;7.7185;15.01;0.55;0.28;Psc;
IC0056;IC0056;Galaxie;12.8747;-12.8443;15.14;0.82;0.74;Cet;
IC0057;IC0057;Galaxie;13.7021;11.8412;15.48;1.03;0.96;Psc;
IC0058;IC0058;Galaxie;13.7602;-13.6781;15.51;0.84;0.5;Cet;
IC0059;IC0059;Nebuleuse;14.3692;61.1437;;10;5;Cas;
IC0060;IC0060;Galaxie;14.0176;-13.3579;15.75;1.04;0.76;Cet;
IC0061;IC0061;Galaxie;14.28;7.5071;15.23;1.34;1.29;Psc;
IC0062;IC0062;Galaxie;14.6831;11.808;14.97;0.76;0.46;Psc;
IC0063;IC0063;Nebuleuse;14.8702;60.9117;13.33;10;3;Cas;
IC0064;IC0064;Galaxie;14.8517;27.0591;13.96;1.03;0.65;Psc;
IC0065;IC0065;Galaxie;15.2309;47.682;13.6;2.56;0.73;And;
IC0066;IC0066;Galaxie;15.1354;30.7972;14.1;1.23;0.42;Psc;
IC0069;IC0069;Galaxie;15.3486;31.0408;14.65;0.76;0.41;Psc;
IC0070;IC0070;Galaxie;15.2665;0.0508;16.77;0.42;0.24;Cet;
IC0071;IC0071;Autre;15.3302;-6.7672;;;;Cet;
IC0072;IC0072;Autre;15.3946;-6.7779;;;;Cet;
IC0073;IC0073;Galaxie;16.2206;4.7671;15.38;0.62;0.48;Psc;
IC0074;IC0074;Galaxie;16.4831;4.0902;15.59;0.57;0.46;Psc;
IC0075;IC0075;Galaxie;16.7984;10.8369;14.98;0.66;0.51;Psc;
IC0076;IC0076;Galaxie;17.0488;-4.5545;15.44;0.81;0.36;Cet;
IC0077;IC0077;Galaxie;17.1823;-15.4209;15.04;0.52;0.44;Cet;
IC0078;IC0078;Galaxie;17.1988;-15.8451;15.24;1.75;0.75;Cet;
IC0079;IC0079;Galaxie;17.2071;-15.9486;14.93;1.24;0.91;Cet;
IC0080;IC0080;Galaxie;17.2121;-15.4075;;1.2;1.2;Cet;
IC0080 NED01;IC0080 NED01;Galaxie;17.2112;-15.4089;14.83;1.5;1.03;Cet;
IC0080 NED02;IC0080 NED02;Galaxie;17.213;-15.4063;12.9;1.5;1.06;Cet;
IC0081;IC0081;Galaxie;17.3427;-1.6959;14.53;1.17;0.91;Cet;
IC0082;IC0082;Galaxie;17.2741;-16.0003;14.85;0.91;0.83;Cet;
IC0083;IC0083;Galaxie;17.6241;1.6894;15.16;0.68;0.45;Cet;
IC0084;IC0084;Galaxie;17.8567;1.6402;15.21;0.67;0.43;Cet;
IC0085;IC0085;Autre;17.9565;-0.4525;;;;Cet;
IC0086;IC0086;Galaxie;18.3688;-16.2417;15.31;0.72;0.34;Cet;
IC0087;IC0087;Galaxie;18.5658;0.7653;15.37;0.69;0.63;Cet;
IC0088;IC0088;Galaxie;18.6304;0.7917;18.07;0.53;0.44;Cet;
IC0090;IC0090;Galaxie;19.1265;-7.9771;14.85;1.25;1.12;Cet;
IC0091;IC0091;Galaxie;19.6643;2.5537;16.48;0.71;0.26;Cet;
IC0093;IC0093;Galaxie;19.7598;-17.0604;13.57;1.21;0.56;Cet;
IC0094;IC0094;Autre;20.0229;32.7173;;;;Psc;
IC0095;IC0095;Galaxie;19.8245;-12.5741;16.2;0.61;0.5;Cet;
IC0096;IC0096;Galaxie;20.1384;29.6173;14.65;0.78;0.3;Psc;
IC0098;IC0098;Galaxie;20.2287;-12.6047;16.3;0.68;0.61;Cet;
IC0099;IC0099;Galaxie;20.614;-12.9526;15.82;0.58;0.52;Cet;
IC0100;IC0100;Galaxie;20.7248;-4.643;14.48;1.04;0.77;Cet;
IC0101;IC0101;Galaxie;21.0356;9.9305;15.03;1.24;0.59;Psc;
IC0102;IC0102;Galaxie;21.1097;9.8866;15.57;0.75;0.37;Psc;
IC0103;IC0103;Galaxie;21.1518;2.0442;15.36;0.95;0.67;Cet;
IC0104;IC0104;Autre;21.14;-1.4567;8.79;;;Cet;
IC0105;IC0105;Galaxie;21.1927;2.0753;15.59;0.58;0.29;Cet;
IC0107;IC0107;Galaxie;21.3528;14.8646;14.25;1.62;1.31;Psc;
IC0108;IC0108;Galaxie;21.1623;-12.6356;15.48;1.3;0.36;Cet;
IC0109;IC0109;Galaxie;21.3045;2.0662;14.87;0.76;0.57;Cet;
IC0110;IC0110;Autre;21.4442;33.5147;;;;Psc;
IC0111;IC0111;Autre;21.5005;33.4971;;;;Psc;
IC0112;IC0112;Galaxie;21.5126;11.443;14.17;0.72;0.37;Psc;
IC0113;IC0113;Galaxie;21.6062;19.192;;0.35;0.26;Psc;
IC0114;IC0114;Galaxie;21.5941;9.9099;15.62;1.4;0.56;Psc;
IC0115;IC0115;Galaxie;21.7268;19.2147;14.03;0.76;0.76;Psc;
IC0116;IC0116;Galaxie;21.7107;-4.9823;14.62;0.87;0.56;Cet;
IC0118;IC0118;Galaxie;21.9002;-4.9975;15.81;0.72;0.55;Cet;
IC0119;IC0119;Galaxie;21.9793;-2.0405;15.18;1.19;0.58;Cet;
IC0120;IC0120;Galaxie;22.054;-1.9155;15.12;0.92;0.33;Cet;
IC0121;IC0121;Galaxie;22.0908;2.513;14.25;1;0.62;Cet;
IC0122;IC0122;Galaxie;22.055;-14.8389;15.96;0.65;0.32;Cet;
IC0123;IC0123;Galaxie;22.2144;2.4464;15.16;0.67;0.47;Cet;
IC0124;IC0124;Autre;22.2878;-1.937;14.4;;;Cet;
IC0125;IC0125;Galaxie;22.3265;-13.2798;16.18;0.61;0.59;Cet;
IC0126;IC0126;Galaxie;22.4494;-1.9838;15.66;0.89;0.81;Cet;
IC0127;IC0127;Galaxie;22.4484;-6.9801;9.2;1.69;0.45;Cet;
IC0128;IC0128;Galaxie;22.8495;-12.6244;15.35;0.82;0.61;Cet;
IC0129;IC0129;Galaxie;22.8803;-12.6544;15.28;1.23;0.6;Cet;
IC0130;IC0130;Galaxie;22.8697;-15.5916;15.49;0.75;0.64;Cet;
IC0131;IC0131;Nebuleuse;23.3108;30.7533;12.52;0.3;0.3;Tri;
IC0132;IC0132;Nebuleuse;23.3163;30.9456;14.82;0.67;0.55;Tri;
IC0133;IC0133;Nebuleuse;23.3133;30.8884;18.45;0.45;0.45;Tri;
IC0134;IC0134;Autre;23.3542;30.9007;15.98;;;Tri;
IC0135;IC0135;Nebuleuse;23.5647;30.6201;;0.4;0.4;Tri;
IC0136;IC0136;Amas ouvert;23.5668;30.5621;11.04;;;Tri;
IC0137;IC0137;Amas ouvert;23.4121;30.5225;;;;Tri;
IC0138;IC0138;Galaxie;23.2583;-0.6898;14.72;1.12;0.74;Cet;
IC0139;IC0139;Amas ouvert;23.4968;30.5674;13.1;;;Tri;
IC0140;IC0140;Amas ouvert;23.4924;30.5501;;;;Tri;
IC0141;IC0141;Galaxie;23.2155;-14.8146;14.33;1.23;0.91;Cet;
IC0142;IC0142;Nebuleuse;23.4814;30.7578;14.2;0.5;0.5;Tri;
IC0143;IC0143;Nebuleuse;23.5455;30.7764;11.4;0.3;0.3;Tri;
IC0144;IC0144;Galaxie;24.4202;-13.3147;15.74;0.74;0.67;Cet;
IC0145;IC0145;Galaxie;24.6603;0.7415;15.4;0.69;0.5;Cet;
IC0147;IC0147;Galaxie;24.999;-14.8626;15.23;0.76;0.42;Cet;
IC0148;IC0148;Galaxie;25.6124;13.977;13.84;1.82;0.57;Psc;
IC0149;IC0149;Galaxie;25.6058;-16.3004;14.4;1.27;0.41;Cet;
IC0150;IC0150;Galaxie;25.7397;4.2002;14.86;0.88;0.5;Psc;
IC0151;IC0151;Autre;25.9895;13.2026;;;;Psc;
IC0152;IC0152;Autre;26.0308;13.0359;;;;Psc;
IC0153;IC0153;Autre;26.1509;12.6289;;;;Psc;
IC0154;IC0154;Galaxie;26.3178;10.6492;14.83;1.19;0.23;Psc;
IC0155;IC0155;Autre;26.8847;60.6108;;;;Cas;
IC0156;IC0156;Galaxie;26.3717;10.5527;14.92;1.51;1.33;Psc;
IC0157;IC0157;Autre;26.4267;12.8733;;;;Psc;
IC0158;IC0158;Galaxie;26.473;-6.9357;15.88;0.7;0.53;Cet;
IC0159;IC0159;Galaxie;26.6044;-8.6366;14.18;1.35;0.75;Cet;
IC0160;IC0160;Galaxie;26.6232;-13.2477;14.88;1.28;0.86;Cet;
IC0161;IC0161;Galaxie;27.1823;10.5079;14.27;0.9;0.54;Psc;
IC0162;IC0162;Galaxie;27.2226;10.5216;14.46;1.32;1.28;Psc;
IC0163;IC0163;Galaxie;27.3125;20.7113;13.26;1.62;0.73;Ari;
IC0164;IC0164;Galaxie;27.285;-3.9044;14.04;1.58;1.35;Cet;
IC0166;IC0166;Amas ouvert;28.0993;61.8526;11.7;7.5;7.5;Cas;
IC0167;IC0167;Galaxie;27.7857;21.9128;13.26;1.6;0.94;Ari;
IC0168;IC0168;Galaxie;27.6151;-8.5229;14.85;1.12;0.39;Cet;
IC0169;IC0169;Galaxie;27.664;-12.6796;15.79;0.74;0.51;Cet;
IC0170;IC0170;Galaxie;27.9897;-8.5176;15.34;0.78;0.6;Cet;
IC0171;IC0171;Galaxie;28.7925;35.2819;13.69;2.26;1.9;Tri;
IC0172;IC0172;Galaxie;28.726;0.8112;14.74;0.48;0.37;Cet;
IC0173;IC0173;Galaxie;28.9881;1.2852;14.09;0.92;0.72;Cet;
IC0174;IC0174;Galaxie;29.067;3.7619;14.52;1.49;0.99;Psc;
IC0175;IC0175;Galaxie;29.0786;1.3324;15.7;0.52;0.46;Cet;
IC0176;IC0176;Galaxie;29.2225;-2.019;14.9;1.78;0.38;Cet;
IC0177;IC0177;Galaxie;29.2524;-0.0899;15.47;0.51;0.47;Cet;
IC0178;IC0178;Galaxie;29.7286;36.6747;13.28;0.94;0.79;And;
IC0179;IC0179;Galaxie;30.0479;38.0213;12.56;1.12;0.9;And;
IC0180;IC0180;Galaxie;30.0017;23.6043;15.3;0.83;0.34;Ari;
IC0181;IC0181;Galaxie;30.0097;23.6586;15.85;0.57;0.49;Ari;
IC0182;IC0182;Galaxie;29.9659;7.4118;14.54;1.06;0.7;Psc;
IC0183;IC0183;Galaxie;29.8919;-5.3471;14.89;1.19;0.37;Cet;
IC0184;IC0184;Galaxie;29.9635;-6.8404;13.89;1.12;0.59;Cet;
IC0185;IC0185;Galaxie;30.0252;-1.5283;15.72;0.79;0.33;Cet;
IC0186;IC0186;Galaxie;30.1021;-1.5517;;1.1;1.1;Cet;
IC0186A;IC0186A;Galaxie;30.1;-1.5529;14.87;1.21;0.76;Cet;
IC0186B;IC0186B;Galaxie;30.106;-1.5498;15.8;0.69;0.47;Cet;
IC0186 NED03;IC0186 NED03;Galaxie;30.1058;-1.5508;;0.25;0.2;Cet;
IC0187;IC0187;Galaxie;30.3782;26.481;13.79;2.23;0.73;Tri;
IC0188;IC0188;Galaxie;30.4437;26.5469;14.4;0.54;0.28;Tri;
IC0189;IC0189;Galaxie;30.4705;23.5515;14.85;0.78;0.67;Ari;
IC0190;IC0190;Galaxie;30.5303;23.5498;15.03;0.25;0.2;Ari;
IC0192;IC0192;Galaxie;30.635;16.0142;14.75;0.95;0.67;Ari;
IC0193;IC0193;Galaxie;30.6291;11.0931;14.62;1.36;0.97;Ari;
IC0194;IC0194;Galaxie;30.7718;2.6143;15.18;1.85;0.33;Psc;
IC0195;IC0195;Galaxie;30.9359;14.7093;13.15;1.46;0.72;Ari;
IC0196;IC0196;Galaxie;30.9575;14.7391;14.11;2.47;0.67;Ari;
IC0197;IC0197;Galaxie;31.0205;2.7868;14.25;1.01;0.53;Psc;
IC0198;IC0198;Galaxie;31.513;9.2956;14.81;1.01;0.56;Psc;
IC0199;IC0199;Galaxie;31.5808;9.2274;15.33;1.28;0.56;Psc;
IC0200;IC0200;Galaxie;31.361;31.1753;12.82;1.38;1.06;Tri;
IC0201;IC0201;Galaxie;31.8137;9.1151;16.77;0.54;0.5;Cet;
IC0202;IC0202;Galaxie;31.8694;9.1683;15.22;1.35;0.36;Cet;
IC0203;IC0203;Galaxie;31.8735;9.1226;16.9;0.6;0.51;Cet;
IC0204;IC0204;Galaxie;31.8628;-1.4302;15.82;0.55;0.36;Cet;
IC0205;IC0205;Galaxie;31.8643;-2.0913;14.76;0.92;0.82;Cet;
IC0206;IC0206;Galaxie;32.3778;-6.9684;14.34;1.22;0.39;Cet;
IC0207;IC0207;Galaxie;32.414;-6.9222;14.53;1.81;0.45;Cet;
IC0208;IC0208;Galaxie;32.1156;6.3949;14.73;1.32;1.13;Cet;
IC0209;IC0209;Galaxie;32.2446;-7.0589;13.8;1.51;1.03;Cet;
IC0210;IC0210;Galaxie;32.3678;-9.6803;13.82;2.35;0.65;Cet;
IC0211;IC0211;Galaxie;32.7833;3.8525;14.07;1.66;0.76;Cet;
IC0212;IC0212;Galaxie;33.4094;16.5939;15.75;0.79;0.54;Ari;
IC0213;IC0213;Galaxie;33.5178;16.4559;13.2;1.43;1.01;Ari;
IC0214;IC0214;Galaxie;33.5233;5.1733;14.16;0.58;0.45;Cet;
IC0215;IC0215;Galaxie;33.5394;-6.8063;15.62;0.84;0.19;Cet;
IC0216;IC0216;Galaxie;33.9813;-2.0151;15.87;0.5;0.32;Cet;
IC0217;IC0217;Galaxie;34.0435;-11.9267;15.08;2;0.45;Cet;
IC0218;IC0218;Galaxie;34.2802;1.2823;15.63;0.91;0.3;Cet;
IC0219;IC0219;Galaxie;34.6618;-6.9033;14.44;1.56;1.19;Cet;
IC0220;IC0220;Galaxie;34.7989;-12.7816;15.08;0.67;0.32;Cet;
IC0221;IC0221;Galaxie;35.6704;28.257;13.81;1.54;1.19;Tri;
IC0222;IC0222;Galaxie;35.6994;11.6383;15.14;0.84;0.65;Ari;
IC0223;IC0223;Galaxie;35.5046;-20.7459;14.09;1.15;0.59;Cet;
IC0224;IC0224;Galaxie;36.1881;-12.5645;15;0.86;0.59;Cet;
IC0225;IC0225;Galaxie;36.6179;1.1605;14.83;1.01;0.9;Cet;
IC0226;IC0226;Galaxie;36.9414;28.2088;16;0.81;0.72;Tri;
IC0227;IC0227;Galaxie;37.015;28.1753;15.39;2.01;1.77;Tri;
IC0229;IC0229;Autre;36.842;-23.813;;;;Cet;
IC0230;IC0230;Galaxie;37.197;-10.8314;15.54;0.64;0.42;Cet;
IC0231;IC0231;Galaxie;37.485;1.1791;15.14;0.74;0.33;Cet;
IC0232;IC0232;Galaxie;37.7984;1.2656;14.3;1.1;0.67;Cet;
IC0233;IC0233;Galaxie;37.9196;2.8099;15.53;0.33;0.26;Cet;
IC0234;IC0234;Galaxie;37.9072;-0.1402;15.22;0.69;0.35;Cet;
IC0235;IC0235;Galaxie;38.2116;20.6412;14.35;0.39;0.3;Ari;
IC0236;IC0236;Galaxie;38.2325;-0.1313;15.97;0.74;0.37;Cet;
IC0237;IC0237;Galaxie;38.3815;1.1399;14.71;0.54;0.51;Cet;
IC0238;IC0238;Galaxie;38.8445;12.8377;14.02;1.38;0.79;Ari;
IC0239;IC0239;Galaxie;39.1162;38.9699;11.2;4.25;4.01;And;
IC0240;IC0240;Autre;39.744;41.7194;;;;Per;
IC0241;IC0241;Galaxie;39.4771;2.328;14.48;0.9;0.59;Cet;
IC0242;IC0242;Autre;39.5997;-6.9339;;;;Cet;
IC0243;IC0243;Galaxie;39.634;-6.9021;15.46;1.22;0.7;Cet;
IC0244;IC0244;Galaxie;39.853;2.7288;15.26;0.7;0.47;Cet;
IC0245;IC0245;Galaxie;39.7277;-14.3056;15;1.11;0.29;Cet;
IC0246;IC0246;Galaxie;40.1192;2.4786;15.39;0.69;0.61;Cet;
IC0247;IC0247;Galaxie;40.0366;-11.7338;14.74;0.88;0.64;Cet;
IC0248;IC0248;Galaxie;40.3576;17.8122;14.35;0.99;0.74;Ari;
IC0250;IC0250;Galaxie;40.2261;-13.3136;15.05;0.91;0.73;Cet;
IC0251;IC0251;Galaxie;40.3077;-14.9578;15;0.84;0.74;Cet;
IC0252;IC0252;Galaxie;40.438;-14.8483;15.35;1.01;0.62;Cet;
IC0253;IC0253;Galaxie;40.524;-15.0468;14.87;0.95;0.74;Cet;
IC0254;IC0254;Galaxie;40.5208;-15.1066;14.91;0.26;0.25;Cet;
IC0255;IC0255;Galaxie;41.7634;16.288;15.68;0.59;0.4;Ari;
IC0256;IC0256;Galaxie;42.4179;46.9547;14.31;0.46;0.29;Per;
IC0257;IC0257;Galaxie;42.4393;46.9762;12.68;1.93;1.19;Per;
IC0258;IC0258;Galaxie;42.4421;41.0517;15.52;1.48;1.23;Per;
IC0259;IC0259;Galaxie;42.4203;41.0551;15.38;0.69;0.53;Per;
IC0260;IC0260;Galaxie;42.7537;46.9548;15.12;1.53;0.75;Per;
IC0262;IC0262;Galaxie;42.9303;42.8283;14.69;2.1;1.74;Per;
IC0263;IC0263;Galaxie;42.4165;-0.0699;14.72;0.65;0.44;Cet;
IC0264;IC0264;Galaxie;42.1984;-0.1092;16.88;0.5;0.37;Cet;
IC0265;IC0265;Galaxie;43.6833;41.6553;15.49;0.71;0.63;Per;
IC0266;IC0266;Galaxie;43.7701;42.2623;15.65;0.74;0.31;Per;
IC0267;IC0267;Galaxie;43.4594;12.8492;13.09;1.86;0.69;Ari;
IC0268;IC0268;Galaxie;43.8623;-14.103;15.31;0.97;0.55;Eri;
IC0269;IC0269;Galaxie;43.8604;-14.0668;15.34;1.19;0.35;Eri;
IC0270;IC0270;Galaxie;43.9341;-14.2079;14.14;1.8;1.43;Eri;
IC0271;IC0271;Galaxie;43.9977;-12.0079;14.7;1.06;0.61;Eri;
IC0272;IC0272;Galaxie;44.0268;-14.1866;14.86;0.96;0.67;Eri;
IC0273;IC0273;Galaxie;44.2949;2.7751;14.32;1.49;0.46;Cet;
IC0274;IC0274;Autre;45.0218;44.2132;;;;Per;
IC0275;IC0275;Galaxie;45.2387;44.3483;;1;1;Per;
IC0275 NED01;IC0275 NED01;Galaxie;45.2328;44.3463;;0.32;0.23;Per;
IC0275 NED02;IC0275 NED02;Galaxie;45.2329;44.3504;14.44;1.38;1.2;Per;
IC0275 NED03;IC0275 NED03;Galaxie;45.2445;44.3502;16.56;0.3;0.3;Per;
IC0276;IC0276;Galaxie;44.6711;-15.7031;13.97;1.67;0.61;Eri;
IC0277;IC0277;Galaxie;44.9608;2.7714;13.12;1;0.89;Cet;
IC0278;IC0278;Galaxie;45.3768;37.766;14.69;2.17;2.17;Per;
IC0279;IC0279;Galaxie;45.3009;16.2092;15.19;0.54;0.45;Ari;
IC0280;IC0280;Autre;45.765;42.3593;;;;Per;
IC0283;IC0283;Galaxie;45.9602;-0.2044;17.93;0.71;0.54;Cet;
IC0284;IC0284;Galaxie;46.5413;42.3719;11.59;4.29;2.15;Per;
IC0285;IC0285;Galaxie;46.0259;-12.0154;15.02;1.45;0.36;Eri;
IC0286;IC0286;Autre;46.1968;-6.4845;;;;Eri;
IC0287;IC0287;Galaxie;46.2409;-12.0704;15.36;0.81;0.59;Eri;
IC0288;IC0288;Galaxie;46.8871;42.3876;14.95;1.01;0.28;Per;
IC0289;IC0289;Nebuleuse;47.5802;61.3168;13.2;0.58;0.58;Cas;
IC0290;IC0290;Galaxie;47.4281;40.9742;15.43;1.24;0.32;Per;
IC0291;IC0291;Galaxie;46.8602;-12.5874;14.65;1.19;0.52;Eri;
IC0292;IC0292;Galaxie;47.5538;40.7657;13.47;1.19;0.65;Per;
IC0293;IC0293;Galaxie;47.734;41.1371;15.48;1.05;0.76;Per;
IC0294;IC0294;Galaxie;47.763;40.6221;15.52;1.49;1.17;Per;
IC0295;IC0295;Autre;47.7531;40.6153;;;;Per;
IC0296;IC0296;Autre;47.7699;40.6269;;;;Per;
IC0297;IC0297;Autre;48.3266;42.1488;;;;Per;
IC0298;IC0298;Galaxie;47.8287;1.3147;;0.8;0.8;Cet;
IC0298A;IC0298A;Galaxie;47.8271;1.315;16.12;0.54;0.34;Cet;
IC0298B;IC0298B;Galaxie;47.8314;1.3134;15.1;0.43;0.33;Cet;
IC0299;IC0299;Galaxie;47.7606;-13.1096;15.79;0.87;0.68;Eri;
IC0300;IC0300;Galaxie;48.5667;42.4153;16.06;0.65;0.6;Per;
IC0301;IC0301;Galaxie;48.6988;42.2226;14.95;1.26;1.11;Per;
IC0302;IC0302;Galaxie;48.2136;4.707;12.89;1.84;1.2;Cet;
IC0303;IC0303;Galaxie;48.1703;-11.6899;16.16;0.59;0.46;Eri;
IC0304;IC0304;Galaxie;48.7557;37.8818;14.74;1.06;0.65;Per;
IC0305;IC0305;Galaxie;48.7658;37.86;15.57;0.79;0.64;Per;
IC0306;IC0306;Galaxie;48.2509;-11.7157;15.5;0.71;0.58;Eri;
IC0307;IC0307;Galaxie;48.4384;-0.2414;14.5;1.6;0.6;Cet;
IC0308;IC0308;Galaxie;49.066;41.1807;14.22;1.16;0.93;Per;
IC0309;IC0309;Galaxie;49.0262;40.8046;14.81;1.02;0.95;Per;
IC0310;IC0310;Galaxie;49.1791;41.325;12.71;1.5;1.42;Per;
IC0311;IC0311;Galaxie;49.1947;40.0036;15.65;1;1;Per;
IC0312;IC0312;Galaxie;49.5359;41.7541;14.64;1.19;0.57;Per;
IC0313;IC0313;Galaxie;50.2413;41.8938;14.79;1.26;0.87;Per;
IC0315;IC0315;Galaxie;49.7889;4.0386;15.49;0.68;0.33;Cet;
IC0316;IC0316;Galaxie;50.3329;41.9306;;0.8;0.8;Per;
IC0316 NED01;IC0316 NED01;Galaxie;50.3331;41.9289;15.24;0.45;0.17;Per;
IC0316 NED02;IC0316 NED02;Galaxie;50.3329;41.9319;15.03;1.06;0.79;Per;
IC0317;IC0317;Galaxie;49.7313;-12.7402;14.87;0.88;0.71;Eri;
IC0318;IC0318;Galaxie;50.1826;-14.5682;14.72;1.08;0.45;Eri;
IC0319;IC0319;Autre;50.871;41.4164;;;;Per;
IC0320;IC0320;Galaxie;51.4966;40.789;15.34;1.12;0.91;Per;
IC0321;IC0321;Galaxie;51.1233;-14.9855;14.79;1.03;0.95;Eri;
IC0322;IC0322;Galaxie;51.502;3.6806;15.35;0.76;0.38;Tau;
IC0323;IC0323;Autre;52.3898;41.8551;;;;Per;
IC0325;IC0325;Galaxie;52.7036;-7.0467;15.58;0.83;0.74;Eri;
IC0326;IC0326;Galaxie;52.6525;-14.4256;15.41;1.13;0.84;Eri;
IC0327;IC0327;Galaxie;52.7916;-14.6921;15.21;0.8;0.47;Eri;
IC0328;IC0328;Galaxie;52.7956;-14.6379;14.59;0.67;0.48;Eri;
IC0329;IC0329;Galaxie;53.0057;0.2794;15.14;1;0.48;Tau;
IC0330;IC0330;Galaxie;53.0335;0.3534;14.98;1.02;0.32;Tau;
IC0331;IC0331;Galaxie;53.0795;0.2826;14.83;0.91;0.91;Tau;
IC0332;IC0332;Galaxie;53.1559;1.3826;15.32;0.97;0.5;Tau;
IC0333;IC0333;Autre;53.5141;-4.5849;;;;Eri;
IC0334;IC0334;Galaxie;56.3212;76.6383;11.5;2.34;1.85;Cam;
IC0335;IC0335;Galaxie;53.8793;-34.4471;12.99;2.62;0.8;For;
IC0336;IC0336;Nebuleuse;54.4877;23.3631;;;;Tau;
IC0337;IC0337;Autre;54.2679;-6.7212;;;;Eri;
IC0338;IC0338;Galaxie;54.4087;3.1188;14.94;0.84;0.68;Tau;
IC0339;IC0339;Autre;54.5093;-18.3978;;;;Eri;
IC0340;IC0340;Galaxie;54.8713;-13.1151;14.76;1.61;0.58;Eri;
IC0341;IC0341;Nebuleuse;55.232;21.9602;;134.9;134.9;Tau;
