id;name;type;ra_deg;dec_deg;mag;majax;minax;const;common
NGC2830;NGC2830;Galaxie;139.9225;33.7381;14.11;1.24;0.24;Lyn;
NGC2831;NGC2831;Galaxie;139.9395;33.745;13.38;0.89;0.66;Lyn;
NGC2832;NGC2832;Galaxie;139.9453;33.7497;11.79;3.2;2.07;Lyn;
NGC2833;NGC2833;Galaxie;139.9911;33.9274;15.27;1.14;0.54;Lyn;
NGC2834;NGC2834;Galaxie;140.0105;33.7105;15.38;0.83;0.66;Lyn;
NGC2835;NGC2835;Galaxie;139.4705;-22.3547;10.64;6.43;3.72;Hya;
NGC2836;NGC2836;Galaxie;138.4358;-69.3347;12.65;1.66;0.59;Car;
NGC2837;NGC2837;Autre;139.5974;-16.4817;;;;Hya;
NGC2838;NGC2838;Galaxie;140.1793;39.3157;14.45;1.28;1.08;Lyn;
NGC2839;NGC2839;Galaxie;140.1514;33.6507;14.75;1.23;1.17;Lyn;
NGC2840;NGC2840;Galaxie;140.2197;35.3683;14.61;1.05;0.89;Lyn;
NGC2841;NGC2841;Galaxie;140.511;50.9765;10.18;6.9;3.31;UMa;
NGC2842;NGC2842;Galaxie;138.9018;-63.0696;12.49;2.25;1.63;Car;
NGC2843;NGC2843;Galaxie;140.1199;18.9262;16.54;0.47;0.26;Cnc;
NGC2844;NGC2844;Galaxie;140.45;40.1512;12.89;1.77;0.82;Lyn;
NGC2845;NGC2845;Galaxie;139.653;-38.0101;11.97;1.87;1.3;Vel;
NGC2846;NGC2846;Autre;139.9186;-14.6763;;;;Hya;
NGC2847;NGC2847;Nebuleuse;140.0355;-16.5183;;;;Hya;
NGC2848;NGC2848;Galaxie;140.041;-16.5261;12.11;2.69;2.02;Hya;
NGC2849;NGC2849;Amas ouvert;139.8453;-40.5204;12.5;2.4;2.4;Vel;
NGC2850;NGC2850;Galaxie;140.2375;-4.9401;15;0.9;0.64;Hya;
NGC2851;NGC2851;Galaxie;140.126;-16.4953;14.33;1.43;0.53;Hya;
NGC2852;NGC2852;Galaxie;140.8108;40.1638;14.13;0.94;0.89;Lyn;
NGC2853;NGC2853;Galaxie;140.8222;40.2001;14.44;1.67;0.96;Lyn;
NGC2854;NGC2854;Galaxie;141.013;49.2041;13.76;1.28;0.56;UMa;
NGC2855;NGC2855;Galaxie;140.3645;-11.9095;11.05;3.45;1.85;Hya;
NGC2856;NGC2856;Galaxie;141.0667;49.2492;13.26;1.22;0.58;UMa;
NGC2857;NGC2857;Galaxie;141.1572;49.3571;12.32;1.89;1.51;UMa;
NGC2858;NGC2858;Galaxie;140.7292;3.1569;13.94;1.76;0.84;Hya;
NGC2859;NGC2859;Galaxie;141.0772;34.5135;10.94;3.19;2.78;LMi;
NGC2860;NGC2860;Galaxie;141.2217;41.0602;14.63;1.31;0.57;Lyn;
NGC2861;NGC2861;Galaxie;140.9021;2.1365;13.06;1.28;1.17;Hya;
NGC2862;NGC2862;Galaxie;141.2296;26.7747;13.68;2.64;0.5;Leo;
NGC2863;NGC2863;Galaxie;140.9023;-10.4332;13.4;1.37;1.18;Hya;
NGC2864;NGC2864;Galaxie;141.0641;5.9412;14.94;0.71;0.47;Hya;
NGC2865;NGC2865;Galaxie;140.8759;-23.1614;11.48;2.44;2.03;Hya;
NGC2866;NGC2866;Amas ouvert;140.521;-51.1026;;2.7;2.7;Vel;
NGC2867;NGC2867;Nebuleuse;140.354;-58.3117;9.7;0.23;0.23;Car;
NGC2868;NGC2868;Galaxie;140.8634;-10.4295;15.24;1.14;0.57;Hya;
NGC2870;NGC2870;Galaxie;141.9739;57.3755;13.87;2.44;0.66;UMa;
NGC2871;NGC2871;Autre;141.4147;11.4443;;;;Leo;
NGC2872;NGC2872;Galaxie;141.4272;11.4321;11.86;1.75;1.55;Leo;
NGC2873;NGC2873;Galaxie;141.4521;11.4542;16.11;0.73;0.41;Leo;
NGC2874;NGC2874;Galaxie;141.4472;11.4246;12.48;2.04;0.68;Leo;
NGC2875;NGC2875;Autre;141.4534;11.4316;;;;Leo;
NGC2876;NGC2876;Galaxie;141.3074;-6.7166;14.17;1.73;0.98;Hya;
NGC2877;NGC2877;Galaxie;141.4457;2.2291;14.65;0.67;0.64;Hya;
NGC2878;NGC2878;Galaxie;141.4478;2.0896;15.05;1.04;0.37;Hya;
NGC2879;NGC2879;Autre;141.3438;-11.6515;;;;Hya;
NGC2880;NGC2880;Galaxie;142.394;62.4906;11.61;2.33;1.4;UMa;
NGC2881;NGC2881;Galaxie;141.4758;-11.9939;;1.2;1.2;Hya;
NGC2881 NED01;NGC2881 NED01;Galaxie;141.474;-11.9921;;0.67;0.32;Hya;
NGC2881 NED02;NGC2881 NED02;Galaxie;141.4779;-11.9955;15.93;1.17;0.63;Hya;
NGC2882;NGC2882;Galaxie;141.6506;7.9545;13.5;1.49;0.75;Leo;
NGC2883;NGC2883;Galaxie;141.3267;-34.1033;13.65;2.02;0.8;Pyx;
NGC2884;NGC2884;Galaxie;141.6019;-11.5556;13.61;2.16;0.76;Hya;
NGC2885;NGC2885;Galaxie;141.8271;23.0201;16;1.26;0.82;Leo;
NGC2886;NGC2886;Autre;141.6612;-21.7378;;;;Hya;
NGC2887;NGC2887;Galaxie;140.8502;-63.8126;11.66;2.55;1.63;Car;
NGC2888;NGC2888;Galaxie;141.582;-28.0351;12.57;1.96;1.49;Pyx;
NGC2889;NGC2889;Galaxie;141.8025;-11.6434;11.78;1.95;1.75;Hya;
NGC2890;NGC2890;Galaxie;141.6243;-14.5287;15.23;0.87;0.25;Hya;
NGC2891;NGC2891;Galaxie;141.736;-24.783;12.6;1.6;1.52;Pyx;
NGC2892;NGC2892;Galaxie;143.2205;67.6174;14.36;1.4;1.4;UMa;
NGC2893;NGC2893;Galaxie;142.5707;29.54;13.19;1.02;0.82;Leo;
NGC2894;NGC2894;Galaxie;142.376;7.7188;13.3;1.9;0.96;Leo;
NGC2895;NGC2895;Galaxie;143.1044;57.4829;14.62;0.91;0.8;UMa;
NGC2896;NGC2896;Galaxie;142.5707;23.6631;14.75;1.2;1.2;Leo;
NGC2897;NGC2897;Galaxie;142.4405;2.2068;15.6;0.84;0.62;Hya;
NGC2898;NGC2898;Galaxie;142.4431;2.0644;14.83;1.04;0.67;Hya;
NGC2899;NGC2899;Nebuleuse;141.7623;-56.106;11.8;1.5;1.5;Vel;
NGC2900;NGC2900;Galaxie;142.5633;4.1442;14.55;0.99;0.78;Hya;
NGC2901;NGC2901;Autre;143.1427;31.1117;;;;Leo;
NGC2902;NGC2902;Galaxie;142.7204;-14.7358;13.23;1.72;1.41;Hya;
NGC2903;NGC2903;Galaxie;143.0421;21.5008;8.91;11.94;5.28;Leo;
NGC2904;NGC2904;Galaxie;142.5708;-30.385;12.46;1.47;1.09;Ant;
NGC2906;NGC2906;Galaxie;143.0259;8.4418;13.17;1.36;0.81;Leo;
NGC2907;NGC2907;Galaxie;142.903;-16.7347;11.63;2.82;2.06;Hya;
NGC2908;NGC2908;Galaxie;145.881;79.7013;14.17;0.74;0.52;Dra;
NGC2909;NGC2909;Autre;144.2496;65.9406;;;;UMa;
NGC2910;NGC2910;Amas ouvert;142.6209;-52.914;7.2;4.8;4.8;Vel;
NGC2911;NGC2911;Galaxie;143.4421;10.1524;13.18;3.46;2.13;Leo;
NGC2912;NGC2912;Autre;143.487;10.1922;;;;Leo;
NGC2913;NGC2913;Galaxie;143.5113;9.4792;14.14;1.12;0.69;Leo;
NGC2914;NGC2914;Galaxie;143.5116;10.1086;13.12;0.95;0.58;Leo;
NGC2915;NGC2915;Galaxie;141.548;-76.6263;12.61;1.82;0.98;Cha;
NGC2916;NGC2916;Galaxie;143.74;21.7053;12.08;2.4;1.59;Leo;
NGC2917;NGC2917;Galaxie;143.6121;-2.5042;14.36;1.34;0.37;Hya;
NGC2918;NGC2918;Galaxie;143.9335;31.7055;13.52;1.56;1.06;Leo;
NGC2919;NGC2919;Galaxie;143.698;10.2837;13.6;1.52;0.53;Leo;
NGC2920;NGC2920;Galaxie;143.551;-20.8591;13.94;0.86;0.61;Hya;
NGC2921;NGC2921;Galaxie;143.6317;-20.9204;12.96;2.86;0.92;Hya;
NGC2922;NGC2922;Galaxie;144.2186;37.6949;13.64;1.07;0.45;LMi;
NGC2923;NGC2923;Galaxie;144.016;16.7604;15.64;0.53;0.31;Leo;
NGC2924;NGC2924;Galaxie;143.795;-16.3984;13.36;2.04;1.62;Hya;
NGC2925;NGC2925;Amas ouvert;143.2955;-53.396;8.3;7.5;7.5;Vel;
NGC2926;NGC2926;Galaxie;144.3792;32.8414;14.44;0.83;0.74;Leo;
NGC2927;NGC2927;Galaxie;144.3133;23.5906;13.96;1.31;0.78;Leo;
NGC2928;NGC2928;Galaxie;144.292;16.9772;14.88;1.21;0.7;Leo;
NGC2929;NGC2929;Galaxie;144.3742;23.1617;14.48;1.1;0.38;Leo;
NGC2930;NGC2930;Galaxie;144.3858;23.2025;14.92;0.5;0.22;Leo;
NGC2931;NGC2931;Galaxie;144.4069;23.2408;14.84;0.75;0.54;Leo;
NGC2932;NGC2932;Amas ouvert;143.9651;-46.9245;;4.8;4.8;Vel;
NGC2933;NGC2933;Galaxie;144.4792;17.0147;15.02;0.97;0.31;Leo;
NGC2934;NGC2934;Galaxie;144.4798;17.0545;17.08;0.44;0.31;Leo;
NGC2935;NGC2935;Galaxie;144.1869;-21.1281;11.19;4.21;3.16;Hya;
NGC2936;NGC2936;Galaxie;144.434;2.7608;13.08;0.94;0.52;Hya;
NGC2937;NGC2937;Galaxie;144.4376;2.7474;13.66;0.75;0.54;Hya;
NGC2938;NGC2938;Galaxie;144.5991;76.3196;14.33;1.24;0.85;Dra;
NGC2939;NGC2939;Galaxie;144.5336;9.5215;13.56;2.12;0.74;Leo;
NGC2940;NGC2940;Galaxie;144.5216;9.6167;14.77;0.97;0.77;Leo;
NGC2941;NGC2941;Galaxie;144.6009;17.0444;15.08;0.7;0.57;Leo;
NGC2942;NGC2942;Galaxie;144.7832;34.0063;12.89;1.67;1.32;LMi;
NGC2943;NGC2943;Galaxie;144.637;17.0313;13.75;2.16;1.08;Leo;
NGC2944;NGC2944;Galaxie;144.8258;32.3083;;1;1;Leo;
NGC2944 NED01;NGC2944 NED01;Galaxie;144.8255;32.3104;14.88;0.91;0.29;Leo;
NGC2944 NED02;NGC2944 NED02;Galaxie;144.8317;32.306;17.64;0.32;0.19;Leo;
NGC2945;NGC2945;Galaxie;144.4214;-22.0351;13.34;1.66;1.31;Hya;
NGC2946;NGC2946;Galaxie;144.7566;17.0253;14.79;1.1;0.34;Leo;
NGC2947;NGC2947;Galaxie;144.0241;-12.4367;12.76;1.63;1.2;Hya;
NGC2948;NGC2948;Galaxie;144.7466;6.9554;13.75;1.43;0.78;Leo;
NGC2949;NGC2949;Galaxie;144.9844;16.7874;15.5;0.42;0.31;Leo;
NGC2950;NGC2950;Galaxie;145.6465;58.8513;11.03;2.62;1.65;UMa;
NGC2951;NGC2951;Galaxie;144.9183;-0.2353;15.1;1.34;0.51;Hya;
NGC2952;NGC2952;Galaxie;144.4041;-10.1834;15.11;0.8;0.55;Hya;
NGC2953;NGC2953;Autre;145.0793;14.8327;;;;Leo;
NGC2954;NGC2954;Galaxie;145.1003;14.9226;12.39;1.43;0.99;Leo;
NGC2955;NGC2955;Galaxie;145.3193;35.8823;12.89;1.59;0.87;LMi;
NGC2956;NGC2956;Galaxie;144.821;-19.1011;15.3;0.86;0.38;Hya;
NGC2957;NGC2957;Galaxie;146.8204;72.985;;1;1;Dra;
NGC2957 NED01;NGC2957 NED01;Galaxie;146.8157;72.9861;16;0.91;0.33;Dra;
NGC2957A;NGC2957A;Galaxie;146.825;72.9841;15.35;0.77;0.34;Dra;
NGC2958;NGC2958;Galaxie;145.1734;11.8884;13.96;0.98;0.72;Leo;
NGC2959;NGC2959;Galaxie;146.2874;68.5946;12.69;1.38;1.17;UMa;
NGC2960;NGC2960;Galaxie;145.1516;3.577;15;1.11;0.86;Hya;
NGC2961;NGC2961;Galaxie;146.3436;68.6083;14.7;0.86;0.32;UMa;
NGC2962;NGC2962;Galaxie;145.2247;5.1658;11.88;2.31;1.16;Hya;
NGC2963;NGC2963;Galaxie;146.9601;72.9644;14.24;1.18;0.64;Dra;
NGC2964;NGC2964;Galaxie;145.726;31.8474;11.37;2.92;2.18;Leo;
NGC2965;NGC2965;Galaxie;145.8298;36.2478;14.7;1.3;0.92;LMi;
NGC2966;NGC2966;Galaxie;145.5478;4.6731;14.23;2.12;0.68;Sex;
NGC2967;NGC2967;Galaxie;145.5137;0.3364;11.61;2.14;2.01;Sex;
NGC2968;NGC2968;Galaxie;145.8;31.9287;11.73;2.48;1.63;Leo;
NGC2969;NGC2969;Galaxie;145.4771;-8.603;13.73;1.32;0.6;Sex;
NGC2970;NGC2970;Galaxie;145.8795;31.977;13.64;0.85;0.75;Leo;
NGC2971;NGC2971;Galaxie;145.9422;36.1794;14.83;1.13;0.78;LMi;
NGC2972;NGC2972;Amas ouvert;145.048;-50.3209;9.9;3.6;3.6;Vel;
NGC2973;NGC2973;Autre;145.3948;-30.0484;;;;Ant;
NGC2974;NGC2974;Galaxie;145.6387;-3.6991;10.89;3.48;2.13;Sex;
NGC2975;NGC2975;Galaxie;145.317;-16.6744;15.79;0.84;0.63;Hya;
NGC2976;NGC2976;Galaxie;146.8144;67.9164;10.16;5.77;3.01;UMa;
NGC2977;NGC2977;Galaxie;145.9429;74.8602;13.27;2.08;1.05;Dra;
NGC2978;NGC2978;Galaxie;145.82;-9.7459;13.97;1.07;0.87;Sex;
NGC2979;NGC2979;Galaxie;145.786;-10.3833;14;2.06;1.25;Sex;
NGC2980;NGC2980;Galaxie;145.7999;-9.6124;12.99;1.79;0.86;Sex;
NGC2981;NGC2981;Galaxie;146.2357;31.0978;14.82;1.06;0.7;Leo;
NGC2982;NGC2982;Amas ouvert;145.5003;-44.0271;;;;Vel;
NGC2983;NGC2983;Galaxie;145.9213;-20.4772;11.87;2.37;1.16;Hya;
NGC2984;NGC2984;Galaxie;145.9183;11.0609;14.3;0.85;0.83;Leo;
NGC2985;NGC2985;Galaxie;147.5926;72.2786;10.51;3.61;2.92;UMa;
NGC2986;NGC2986;Galaxie;146.0668;-21.278;10.64;4.81;3.85;Hya;
NGC2987;NGC2987;Galaxie;146.4228;4.9418;13.93;1.31;0.6;Sex;
NGC2988;NGC2988;Galaxie;146.6999;22.0121;15.28;0.91;0.33;Leo;
NGC2989;NGC2989;Galaxie;146.3551;-18.3739;13.37;1.69;1.16;Hya;
NGC2990;NGC2990;Galaxie;146.5715;5.7088;12.76;0.93;0.44;Sex;
NGC2991;NGC2991;Galaxie;146.7088;22.0139;12.64;0.99;0.8;Leo;
NGC2992;NGC2992;Galaxie;146.4252;-14.3264;13.1;2.92;0.69;Hya;
NGC2993;NGC2993;Galaxie;146.4514;-14.3683;12.64;1.36;1.13;Hya;
NGC2994;NGC2994;Galaxie;146.8171;22.0895;13.08;0.95;0.52;Leo;
NGC2995;NGC2995;Amas ouvert;145.9962;-54.5969;;;;Vel;
NGC2996;NGC2996;Galaxie;146.6258;-21.5716;13.66;1.36;1.36;Hya;
NGC2997;NGC2997;Galaxie;146.4116;-31.1911;9.41;10.26;6.21;Ant;
NGC2998;NGC2998;Galaxie;147.1818;44.0814;12.54;2.44;1.23;UMa;
NGC3000;NGC3000;Autre;147.2137;44.1303;;;;UMa;
NGC3001;NGC3001;Galaxie;146.5778;-30.4375;11.57;3.02;2.26;Ant;
NGC3002;NGC3002;Autre;147.2393;44.0572;;;;UMa;
NGC3003;NGC3003;Galaxie;147.1502;33.4215;11.78;4.74;1.06;LMi;
NGC3004;NGC3004;Autre;147.2602;44.111;;;;UMa;
NGC3005;NGC3005;Galaxie;147.312;44.1313;14.94;1.14;0.3;UMa;
NGC3006;NGC3006;Galaxie;147.3222;44.0258;15.57;0.82;0.29;UMa;
NGC3007;NGC3007;Galaxie;146.9401;-6.4382;14.41;1.61;0.78;Sex;
NGC3008;NGC3008;Galaxie;147.3927;44.1027;15.23;0.75;0.47;UMa;
NGC3009;NGC3009;Galaxie;147.5464;44.2951;14.31;0.77;0.74;UMa;
NGC3010;NGC3010;Galaxie;147.6381;44.3144;16.23;0.98;0.58;UMa;
NGC3010A;NGC3010A;Galaxie;147.644;44.3234;14.87;0.39;0.2;UMa;
NGC3010C;NGC3010C;Galaxie;147.6641;44.331;15.59;0.68;0.51;UMa;
NGC3011;NGC3011;Galaxie;147.4217;32.2211;14.35;0.82;0.69;Leo;
NGC3012;NGC3012;Galaxie;147.4671;34.7141;14.7;1.24;1.18;LMi;
NGC3013;NGC3013;Galaxie;147.539;33.5693;15.57;0.81;0.56;LMi;
NGC3014;NGC3014;Galaxie;147.2819;-4.7429;14.76;0.93;0.49;Sex;
NGC3015;NGC3015;Galaxie;147.3455;1.1454;14.27;0.53;0.4;Sex;
NGC3016;NGC3016;Galaxie;147.4611;12.6952;13.7;1.12;0.95;Leo;
NGC3017;NGC3017;Galaxie;147.2627;-2.8218;14.41;1.02;0.88;Sex;
NGC3018;NGC3018;Galaxie;147.4227;0.6213;13.88;1.17;0.54;Sex;
NGC3019;NGC3019;Galaxie;147.53;12.7461;15.11;0.76;0.49;Leo;
NGC3020;NGC3020;Galaxie;147.5275;12.8136;13.28;2.34;1.28;Leo;
NGC3021;NGC3021;Galaxie;147.7381;33.5536;12.42;1.36;0.81;LMi;
NGC3022;NGC3022;Galaxie;147.4135;-5.1666;14.46;1.7;1.56;Sex;
NGC3023;NGC3023;Galaxie;147.4691;0.6182;12.7;1.82;0.94;Sex;
NGC3024;NGC3024;Galaxie;147.6141;12.7655;13.8;1.71;0.5;Leo;
NGC3025;NGC3025;Galaxie;147.3711;-21.7423;13.95;1.59;1.05;Hya;
NGC3026;NGC3026;Galaxie;147.7307;28.5511;13.78;2.22;0.6;Leo;
NGC3027;NGC3027;Galaxie;148.9192;72.2036;11.76;3.35;1.27;UMa;
NGC3028;NGC3028;Galaxie;147.476;-19.1842;13.56;1.08;0.84;Hya;
NGC3029;NGC3029;Galaxie;147.2251;-8.0509;14.01;1.35;0.87;Sex;
NGC3030;NGC3030;Galaxie;147.5438;-12.2264;14.41;1.24;0.92;Hya;
NGC3031;NGC3031;Galaxie;148.8882;69.0653;6.92;21.63;11.25;UMa;Bode's Galaxy
NGC3032;NGC3032;Galaxie;148.034;29.2362;13.09;1.43;1.31;Leo;
NGC3033;NGC3033;Amas ouvert;147.146;-56.4301;8.8;4.8;4.8;Vel;
NGC3034;NGC3034;Galaxie;148.9697;69.6794;8.3;10.99;5.11;UMa;Cigar Galaxy
NGC3035;NGC3035;Galaxie;147.9793;-6.8229;13.5;1.47;1.19;Sex;
NGC3036;NGC3036;Amas ouvert;147.3162;-62.6756;;4.8;4.8;Car;
NGC3037;NGC3037;Galaxie;147.8501;-27.0111;13.72;1.29;1.13;Hya;
NGC3038;NGC3038;Galaxie;147.8144;-32.7526;11.69;2.8;1.69;Ant;
NGC3039;NGC3039;Galaxie;148.1236;2.1544;14.25;1.32;0.69;Sex;
NGC3040;NGC3040;Galaxie;148.2679;19.4372;;1.8;1.8;Leo;
NGC3040 NED01;NGC3040 NED01;Galaxie;148.2644;19.4426;15.64;0.87;0.39;Leo;
NGC3040 NED02;NGC3040 NED02;Galaxie;148.2713;19.4322;14.36;1.51;0.91;Leo;
NGC3041;NGC3041;Galaxie;148.2798;16.6777;11.55;3.22;2.07;Leo;
NGC3042;NGC3042;Galaxie;148.3342;0.6977;13.97;1.02;0.74;Sex;
NGC3043;NGC3043;Galaxie;149.0619;59.3071;13.38;1.66;0.61;UMa;
NGC3044;NGC3044;Galaxie;148.4203;1.5796;11.94;4.2;0.7;Sex;
NGC3045;NGC3045;Galaxie;148.3236;-18.6451;13.77;1.43;0.64;Hya;
NGC3047;NGC3047;Galaxie;148.6279;-1.2897;;1.2;1.2;Sex;
NGC3047A;NGC3047A;Galaxie;148.6336;-1.2909;14.54;0.6;0.6;Sex;
NGC3047B;NGC3047B;Galaxie;148.6229;-1.2881;14.89;0.59;0.45;Sex;
NGC3048;NGC3048;Galaxie;148.7383;16.4578;;1;1;Leo;
NGC3048 NED01;NGC3048 NED01;Galaxie;148.7352;16.4563;15.45;0.71;0.4;Leo;
NGC3048 NED02;NGC3048 NED02;Galaxie;148.7418;16.4596;16.73;0.41;0.28;Leo;
NGC3049;NGC3049;Galaxie;148.7065;9.2711;13.53;2.11;1.22;Leo;
NGC3051;NGC3051;Galaxie;148.4943;-27.2863;15;2.2;1.39;Ant;
NGC3052;NGC3052;Galaxie;148.6164;-18.6389;12.36;2.15;1.42;Hya;
NGC3053;NGC3053;Galaxie;148.89;16.4329;13.64;1.59;0.7;Leo;
NGC3054;NGC3054;Galaxie;148.6192;-25.7034;11.48;3.56;2.18;Hya;
NGC3055;NGC3055;Galaxie;148.8252;4.27;12.06;1.96;1.11;Sex;
NGC3056;NGC3056;Galaxie;148.637;-28.2982;11.7;2.26;1.39;Ant;
NGC3057;NGC3057;Galaxie;151.414;80.2857;13.09;1.45;0.92;Dra;
NGC3058;NGC3058;Galaxie;148.399;-12.4816;;1.4;1.4;Hya;
NGC3058 NED01;NGC3058 NED01;Galaxie;148.3965;-12.4791;;0.62;0.35;Hya;
NGC3058 NED02;NGC3058 NED02;Galaxie;148.4007;-12.4821;14.55;1.26;0.48;Hya;
NGC3059;NGC3059;Galaxie;147.534;-73.9222;11.3;3.8;3.56;Car;
NGC3060;NGC3060;Galaxie;149.08;16.8312;13.75;2.02;0.42;Leo;
NGC3061;NGC3061;Galaxie;149.05;75.8665;13.48;1.58;1.23;Dra;
NGC3062;NGC3062;Galaxie;149.1491;1.4286;15.17;0.83;0.4;Sex;
NGC3063;NGC3063;Autre;150.424;72.1178;;;;UMa;
NGC3064;NGC3064;Galaxie;148.9227;-6.3639;14.98;1.15;0.33;Sex;
NGC3065;NGC3065;Galaxie;150.4801;72.1703;13.12;1.87;1.78;UMa;
NGC3066;NGC3066;Galaxie;150.5461;72.1254;12.89;1.12;1.06;UMa;
NGC3067;NGC3067;Galaxie;149.5878;32.3699;12.13;2.06;0.66;Leo;
NGC3068;NGC3068;Galaxie;149.6671;28.8776;14.05;0.87;0.7;Leo;
NGC3069;NGC3069;Galaxie;149.4862;10.4324;15.02;0.86;0.37;Leo;
NGC3070;NGC3070;Galaxie;149.529;10.3598;12.29;1.55;1.28;Leo;
NGC3071;NGC3071;Galaxie;149.7208;31.6203;15.35;0.66;0.46;Leo;
NGC3072;NGC3072;Galaxie;149.3495;-19.355;13.83;1.82;0.62;Hya;
NGC3073;NGC3073;Galaxie;150.217;55.6188;13.43;1.2;1.07;UMa;
NGC3074;NGC3074;Galaxie;149.9217;35.3928;12.83;1.96;1.69;LMi;
NGC3075;NGC3075;Galaxie;149.7342;14.4205;14.42;1.5;0.64;Leo;
NGC3076;NGC3076;Galaxie;149.4067;-18.1787;14.11;0.87;0.84;Hya;
NGC3077;NGC3077;Galaxie;150.8295;68.7339;9.88;5.21;4.32;UMa;
NGC3078;NGC3078;Galaxie;149.6025;-26.9267;11.16;3.04;2.48;Hya;
NGC3079;NGC3079;Galaxie;150.4908;55.6798;10.71;8.18;1.29;UMa;
NGC3080;NGC3080;Galaxie;149.9827;13.0438;15.01;0.8;0.77;Leo;
NGC3081;NGC3081;Galaxie;149.8731;-22.8263;12.9;2.67;1.59;Hya;
NGC3082;NGC3082;Galaxie;149.7211;-30.3577;13.59;2.14;0.77;Ant;
NGC3083;NGC3083;Galaxie;149.957;-2.8775;14.34;0.99;0.34;Sex;
NGC3084;NGC3084;Galaxie;149.7767;-27.1288;13.2;1.66;1.23;Ant;
NGC3085;NGC3085;Galaxie;149.8716;-19.4923;12.92;1.24;0.41;Hya;
NGC3086;NGC3086;Galaxie;150.0458;-2.9762;14.66;1.16;0.4;Sex;
NGC3087;NGC3087;Galaxie;149.7861;-34.2252;11.43;2.28;2.02;Ant;
NGC3088;NGC3088;Galaxie;150.2879;22.4036;;2;2;Leo;
NGC3088A;NGC3088A;Galaxie;150.28;22.4032;14.4;1.35;0.83;Leo;
NGC3088B;NGC3088B;Galaxie;150.2904;22.4023;15.95;0.93;0.26;Leo;
NGC3089;NGC3089;Galaxie;149.9028;-28.3314;13.23;1.95;1.13;Ant;
NGC3090;NGC3090;Galaxie;150.126;-2.969;12.58;1.63;1.3;Sex;
NGC3091;NGC3091;Galaxie;150.0595;-19.637;11;3.69;2.18;Hya;
NGC3092;NGC3092;Galaxie;150.1976;-3.0124;14.7;1.3;0.5;Sex;
NGC3093;NGC3093;Galaxie;150.2233;-2.972;15.35;0.77;0.36;Sex;
NGC3094;NGC3094;Galaxie;150.3581;15.7701;13.43;1.34;0.98;Leo;
NGC3095;NGC3095;Galaxie;150.0243;-31.5529;11.63;3.61;1.81;Ant;
NGC3096;NGC3096;Galaxie;150.138;-19.662;13.09;1.17;1.03;Hya;
NGC3097;NGC3097;Autre;151.067;60.1258;;;;UMa;
NGC3098;NGC3098;Galaxie;150.5695;24.7111;11.96;2.33;0.5;Leo;
NGC3099;NGC3099;Galaxie;150.6523;32.7067;15.22;1.15;0.62;LMi;
NGC3100;NGC3100;Galaxie;150.1702;-31.6645;11.37;3.56;2.48;Ant;
NGC3101;NGC3101;Galaxie;150.3976;-2.9944;15.37;1.22;0.21;Sex;
NGC3102;NGC3102;Galaxie;151.1323;60.108;14.23;0.98;0.98;UMa;
NGC3104;NGC3104;Galaxie;150.989;40.7569;12.78;2.99;2.03;LMi;
NGC3105;NGC3105;Amas ouvert;150.1647;-54.7877;9.7;4.08;4.08;Vel;
NGC3106;NGC3106;Galaxie;151.0219;31.1855;12.42;0.89;0.25;LMi;
NGC3107;NGC3107;Galaxie;151.0936;13.6213;13.57;0.77;0.63;Leo;
NGC3108;NGC3108;Galaxie;150.621;-31.6774;11.47;2.54;2.22;Ant;
NGC3109;NGC3109;Galaxie;150.7787;-26.1596;10.54;16;2.74;Hya;
NGC3110;NGC3110;Galaxie;151.0088;-6.4748;13;1.87;0.9;Sex;
NGC3111;NGC3111;Galaxie;151.531;47.2626;14.12;1.42;1.34;UMa;
NGC3112;NGC3112;Galaxie;150.9966;-20.7818;15.99;1.1;0.3;Hya;
NGC3113;NGC3113;Galaxie;151.1088;-28.444;13.34;3.43;1.05;Ant;
NGC3114;NGC3114;Amas ouvert;150.6232;-60.1305;4.2;12.3;12.3;Car;
NGC3115;NGC3115;Galaxie;151.3082;-7.7186;9.09;7.1;3.01;Sex;Spindle Galaxy
NGC3116;NGC3116;Galaxie;151.6877;31.0977;15.23;0.7;0.64;LMi;
NGC3117;NGC3117;Galaxie;151.5437;2.9129;14.52;0.96;0.91;Sex;
NGC3118;NGC3118;Galaxie;151.7981;33.0274;14.31;2.08;0.44;LMi;
NGC3119;NGC3119;Galaxie;151.7161;14.3735;14.14;1.05;0.81;Leo;
NGC3120;NGC3120;Galaxie;151.346;-34.2199;12.77;1.68;1.17;Ant;
NGC3123;NGC3123;Autre;151.7577;0.0671;;;;Sex;
NGC3124;NGC3124;Galaxie;151.6662;-19.2216;12.15;2.7;2.1;Hya;
NGC3125;NGC3125;Galaxie;151.639;-29.9349;12.87;1.21;0.97;Ant;
NGC3126;NGC3126;Galaxie;152.0861;31.8627;13.53;3.1;0.66;LMi;
NGC3127;NGC3127;Galaxie;151.6035;-16.1261;14.81;1.62;0.28;Hya;
NGC3128;NGC3128;Galaxie;151.5057;-16.122;14.11;1.54;0.63;Hya;
NGC3129;NGC3129;Autre;152.0802;18.4306;;;;Leo;
NGC3130;NGC3130;Galaxie;152.0514;9.977;14.28;1.07;0.61;Leo;
NGC3131;NGC3131;Galaxie;152.1517;18.2312;13.88;2.16;0.67;Leo;
